,cc_id,chart_id_cc,chart_id_matches_cc,title_cc,details_cc,source_raw_cc,nm_id,published_date_cc,raw_text_cc,title_ntm,references_ntm,referenced_nm_ids,details_ntm,charts_raw_ntm,chart_ids_ntm,publication_ntm,raw_text_ntm,source_pdf_ntm,Unnamed: 18,sufficient_context,Notes (from me),additional_source
155,00051-25,132,['132'],Denmark. The Sound. Drogden N. Nordre Røse. Measuring equipment and cable deployed.,"Insert a small circle indicating the position of the measuring equipment in position 1).
Insert the text ""Rec. St."" nearby.
Insert a cable (INT 1 - L 30.1) between positions 1) - 2).
1) 55° 38.166'N - 012° 41.316'E, measuring equipment
2) 55° 38.162'N - 012° 41.205'E, light",NM-479-25,NM-479-25,6/20/25,"00051-25
Chart 132 2025-06-20
Denmark. The Sound. Drogden N. Nordre Røse. Measuring equipment and cable deployed.
Details:
Insert a small circle indicating the position of the measuring equipment in position 1).
Insert the text ""Rec. St."" nearby.
Insert a cable (INT 1 - L 30.1) between positions 1) - 2).
1) 55° 38.166'N - 012° 41.316'E, measuring equipment
2) 55° 38.162'N - 012° 41.205'E, light
Source: NM-479-25
Published: 2025-06-20",Denmark. The Sound. Drogden N. Nordre Røse. Measuring equipment and cable deployed.,NM-474-25.,['NM-474-25'],"Measuring equipment has been deployed on the seabed in position 1).
A cable has been laid betweeen positions 1) and 2).
1) 55° 38.166'N - 012° 41.316'E measuring equipment
2) 55° 38.162'N - 012° 41.205'E Light
The measuring equipment extends approx. 0.6m above the seabed.
The measuring equipment is not buoyed.","133 (INT 1333), 132 (INT 1332), 104.","['133', '132', '104']",(DHI 13 June 2025. Published 17 June 2025),"NM-479-25
Denmark. The Sound. Drogden N. Nordre Røse. Measuring equipment and cable deployed.
References
NM-474-25.
Details
Measuring equipment has been deployed on the seabed in position 1).
A cable has been laid betweeen positions 1) and 2).
1) 55° 38.166'N - 012° 41.316'E measuring equipment
2) 55° 38.162'N - 012° 41.205'E Light
The measuring equipment extends approx. 0.6m above the seabed.
The measuring equipment is not buoyed.
Charts
133 (INT 1333), 132 (INT 1332), 104.
(DHI 13 June 2025. Published 17 June 2025)",NtM-Week-25-2025.pdf,,1,,
156,00050-25,134,['134'],Denmark. The Sound. Kongedybet. Buoyed measuring equipment withdrawn.,"Delete the buoyage in positions 1) and 2).
Delete the text ""Rec.St."" nearby.
1) 55° 42.834'N - 012° 38.826'E, yellow can buoy with cross topmark Fl(3)Y.10s
2) 55° 41.880'N - 012° 38.580'E, yellow can buoy with cross topmark Fl(5)Y.20s",NM-473-25,NM-473-25,6/18/25,"00050-25
Chart 134 2025-06-18
Denmark. The Sound. Kongedybet. Buoyed measuring equipment withdrawn.
Details:
Delete the buoyage in positions 1) and 2).
Delete the text ""Rec.St."" nearby.
1) 55° 42.834'N - 012° 38.826'E, yellow can buoy with cross topmark Fl(3)Y.10s
2) 55° 41.880'N - 012° 38.580'E, yellow can buoy with cross topmark Fl(5)Y.20s
Source: NM-473-25
Published: 2025-06-18",Denmark. The Sound. Kongedybet. Buoyage withdrawn.,NM-1211-23.,['NM-1211-23'],"The buoyage in position 1) and 2) has been permanently withdrawn.
1) 55° 42.834'N - 012° 38.826'E yellow can buoy with cross topmark Fl(3)Y 10s
2) 55° 41.880'N - 012° 38.580'E yellow can buoy with cross topmark Fl(5)Y 20s","134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 131 (INT 1331).","['134', '133', '132', '131']",(DHI 11 June 2025. Published 13 June 2025),"NM-473-25
Denmark. The Sound. Kongedybet. Buoyage withdrawn.
References
NM-1211-23.
Details
The buoyage in position 1) and 2) has been permanently withdrawn.
1) 55° 42.834'N - 012° 38.826'E yellow can buoy with cross topmark Fl(3)Y 10s
2) 55° 41.880'N - 012° 38.580'E yellow can buoy with cross topmark Fl(5)Y 20s
Charts
134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 131 (INT 1331).
(DHI 11 June 2025. Published 13 June 2025)",NtM-Week-25-2025.pdf,,1,,
157,00048-25,134,['134'],Denmark. The Sound. Københavns Havn. Langeliniekaj. Buoyed prohibited area changed. Buoyage withdrawn.,"Insert restricted area line (INT 1 - M 2.1) between positions 1) - 2).
1) 55° 41.774'N - 012° 36.035'E
2) 55° 41.773'N - 012° 36.068'E
Move restricted area symbol (INT 1 - M 2.2) from position 3) to 4).
3) 55° 41.815'N - 012° 36.057'E
4) 55° 41.746'N - 012° 36.047'E
Delete restricted area line (INT 1 - M 2.1) between positions 5) - 7).
5) 55° 41.913'N - 012° 36.047'E
6) 55° 41.913'N - 012° 36.079'E
7) 55° 41.773'N - 012° 36.068'E
Delete bouyage in postions 8) and 9).
8) 55° 41.913'N - 012° 36.079'E
9) 55° 41.843'N - 012° 36.073'E",NM-468-25,NM-468-25,6/16/25,"00048-25
Chart 134 2025-06-16
Denmark. The Sound. Københavns Havn. Langeliniekaj. Buoyed prohibited area changed. Buoyage withdrawn.
Details:
Insert restricted area line (INT 1 - M 2.1) between positions 1) - 2).
1) 55° 41.774'N - 012° 36.035'E
2) 55° 41.773'N - 012° 36.068'E
Move restricted area symbol (INT 1 - M 2.2) from position 3) to 4).
3) 55° 41.815'N - 012° 36.057'E
4) 55° 41.746'N - 012° 36.047'E
Delete restricted area line (INT 1 - M 2.1) between positions 5) - 7).
5) 55° 41.913'N - 012° 36.047'E
6) 55° 41.913'N - 012° 36.079'E
7) 55° 41.773'N - 012° 36.068'E
Delete bouyage in postions 8) and 9).
8) 55° 41.913'N - 012° 36.079'E
9) 55° 41.843'N - 012° 36.073'E
Source: NM-468-25
Published: 2025-06-16",Denmark. The Sound. Københavns Havn. Langeliniekaj. Buoyed prohibited area changed. Buoyage withdrawn.,NM-474-24.,['NM-474-24'],"The prohibited area established by NM-474-24 has been changed to an area bounded by a line through positions 1) - 4). The area is buoyed as stated.
1) 55° 41.774'N - 012° 36.035'E coast
2) 55° 41.773'N - 012° 36.068'E yellow spar buoy with cross topmark
3) 55° 41.714'N - 012° 36.062'E yellow spar buoy with cross topmark
4) 55° 41.692'N - 012° 36.033'E coast
Unauthorized navigation, diving, anchoring, fishing and working on the seabed is prohibited in the area.
Buoyage withdrawn
The buoyage in positions 5) - 6) has been withdrawn.
5) 55° 41.913'N - 012° 36.080'E
6) 55° 41.843'N - 012° 36.074'E
Note
The prohibited area has been established by the DeMA in accordance with consolidated act no. 221 of 11 February 2022 on safety at sea, Section 6 (i and vii). Contraventions of the prohibition are punishable in accordance with the same Act, Section 28 (iii).",134 (INT 1334).,['134'],(By & Havn and DEMA 12 June 2025. Published 12 June 2025),"NM-468-25
Denmark. The Sound. Københavns Havn. Langeliniekaj. Buoyed prohibited area changed. Buoyage withdrawn.
References
NM-474-24.
Details
The prohibited area established by NM-474-24 has been changed to an area bounded by a line through positions 1) - 4). The area is buoyed as stated.
1) 55° 41.774'N - 012° 36.035'E coast
2) 55° 41.773'N - 012° 36.068'E yellow spar buoy with cross topmark
3) 55° 41.714'N - 012° 36.062'E yellow spar buoy with cross topmark
4) 55° 41.692'N - 012° 36.033'E coast
Unauthorized navigation, diving, anchoring, fishing and working on the seabed is prohibited in the area.
Buoyage withdrawn
The buoyage in positions 5) - 6) has been withdrawn.
5) 55° 41.913'N - 012° 36.080'E
6) 55° 41.843'N - 012° 36.074'E
Note
The prohibited area has been established by the DeMA in accordance with consolidated act no. 221 of 11 February 2022 on safety at sea, Section 6 (i and vii). Contraventions of the prohibition are punishable in accordance with the same Act, Section 28 (iii).
Charts
134 (INT 1334).
Publication
www.danskehavnelods.dk.
(By & Havn and DEMA 12 June 2025. Published 12 June 2025)",NtM-Week-25-2025.pdf,,1,,www.danskehavnelods.dk.
158,00047-25,134,['134'],Denmark. The Sound. København. Kronløbet. Levantkaj. Buoyage changed.,"Insert a yellow light flare (INT 1 - P 11.6) and the light description ""Fl.Y.3s"" on the existing buoyage at position 1).
1) 55° 42.572'N - 012° 36.728'E, yellow spar buoy with cross topmark",NM-467-25,NM-467-25,6/16/25,"00047-25
Chart 134 2025-06-16
Denmark. The Sound. København. Kronløbet. Levantkaj. Buoyage changed.
Details:
Insert a yellow light flare (INT 1 - P 11.6) and the light description ""Fl.Y.3s"" on the existing buoyage at position 1).
1) 55° 42.572'N - 012° 36.728'E, yellow spar buoy with cross topmark
Source: NM-467-25
Published: 2025-06-16",Denmark. The Sound. København. Kronløbet. Levantkaj. Buoyage changed.,NM-406-25 - (cancelled).,['NM-406-25'],"The buoyage in the mentioned position has been changed to a yellow spar buoy with cross topmark, Fl.Y.3s.
55° 42.572'N - 012° 36.728'E, yellow spar buoy with cross topmark.","134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 131 (INT 1331), 104, 102 (INT 1302).","['134', '133', '132', '131', '104', '102']",(COWI and DEMA 12 June 2025. Published 12 June 2025),"NM-467-25
Denmark. The Sound. København. Kronløbet. Levantkaj. Buoyage changed.
References
NM-406-25 - (cancelled).
Details
The buoyage in the mentioned position has been changed to a yellow spar buoy with cross topmark, Fl.Y.3s.
55° 42.572'N - 012° 36.728'E, yellow spar buoy with cross topmark.
Charts
134 (INT 1334), 133 (INT 1333), 132 (INT 1332), 131 (INT 1331), 104, 102 (INT 1302).
Publication
www.danskehavnelods.dk.
(COWI and DEMA 12 June 2025. Published 12 June 2025)",NtM-Week-25-2025.pdf,,1,,www.danskehavnelods.dk.
159,00045-25,134,['134'],Denmark. The Sound. Copenhagen Harbour. Sydhavnen. Tømmergraven. Cables removed.,"Delete power cable (INT 1 - L 31.1) between positions 1) - 2).
1) 55° 39.519'N - 012° 33.825'E
2) 55° 39.490'N - 012° 33.951'E",NM-445-25,NM-445-25,6/13/25,"00045-25
Chart 134 2025-06-13
Denmark. The Sound. Copenhagen Harbour. Sydhavnen. Tømmergraven. Cables removed.
Details:
Delete power cable (INT 1 - L 31.1) between positions 1) - 2).
1) 55° 39.519'N - 012° 33.825'E
2) 55° 39.490'N - 012° 33.951'E
Source: NM-445-25
Published: 2025-06-13",Denmark. The Sound. Copenhagen Harbour. Sydhavnen. Tømmergraven. Cable works completed. Cables removed.,NM-166-25 - (cancelled).,['NM-166-25'],"1) 55° 39.557'N - 012° 34.003'E
2) 55° 39.614'N - 012° 33.856'E
3) 55° 39.586'N - 012° 33.702'E
4) 55° 39.559'N - 012° 33.700'E
5) 55° 39.519'N - 012° 33.825'E
6) 55° 39.490'N - 012° 33.951'E","134 (INT 1334), 133 (INT 1333), 132 (INT 1332).","['134', '133', '132']",(J. A. Shipping A/S 2 Juni 2025. Published 3 June 2025),"NM-445-25
Denmark. The Sound. Copenhagen Harbour. Sydhavnen. Tømmergraven. Cable works completed. Cables removed.
References
NM-166-25 - (cancelled).
Details
1) 55° 39.557'N - 012° 34.003'E
2) 55° 39.614'N - 012° 33.856'E
3) 55° 39.586'N - 012° 33.702'E
4) 55° 39.559'N - 012° 33.700'E
5) 55° 39.519'N - 012° 33.825'E
6) 55° 39.490'N - 012° 33.951'E
Charts
134 (INT 1334), 133 (INT 1333), 132 (INT 1332).
Publication
www.danskehavnelods.dk.
(J. A. Shipping A/S 2 Juni 2025. Published 3 June 2025)",NtM-Week-23-2025.pdf,,1,,www.danskehavnelods.dk.
160,00044-25,145,['145'],Denmark. The Great Belt. Kalundborg Vesthavn. Breakwater established. Lights established and lit.,"Insert breakwater (INT 1 - F 4.1) through positions 1) - 5). 
1) 55° 40.596'N - 011° 50.046'E
2) 55° 40.595'N - 011° 50.713'E
3) 55° 40.593'N - 011° 50.712'E
4) 55° 40.594'N - 011° 50.045'E
5) 55° 40.596'N - 011° 50.046'E
Insert green light (INT1 - P 1) in position 6) with light characteristic as mentioned.
Insert red light (INT1 - P 1) in position 7) with light characteristic as mentioned.
6) 55° 40.596'N - 011° 05.005'E, FI.G.3s
7) 55° 40.595'N - 011° 05.071'E, FI.R.3s",NM-425-25,NM-425-25,6/13/25,"00044-25
Chart 145 2025-06-13
Denmark. The Great Belt. Kalundborg Vesthavn. Breakwater established. Lights established and lit.
Details:
Insert breakwater (INT 1 - F 4.1) through positions 1) - 5). 
1) 55° 40.596'N - 011° 50.046'E
2) 55° 40.595'N - 011° 50.713'E
3) 55° 40.593'N - 011° 50.712'E
4) 55° 40.594'N - 011° 50.045'E
5) 55° 40.596'N - 011° 50.046'E
Insert green light (INT1 - P 1) in position 6) with light characteristic as mentioned.
Insert red light (INT1 - P 1) in position 7) with light characteristic as mentioned.
6) 55° 40.596'N - 011° 05.005'E, FI.G.3s
7) 55° 40.595'N - 011° 05.071'E, FI.R.3s
Source: NM-425-25
Published: 2025-06-13",Denmark. The Great Belt. Kalundborg Vesthavn. Breakwater established. Lights established and lit.,,[],"A breakwater has been established betwenn position 1) and 2).
1) 55° 40.596'N - 011° 05.005'E
2) 55° 40.595'N - 011° 05.071'E
Lights have been established and lit in position 3) and 4) as stated.
3) 55° 40.596'N - 011° 05.005'E
4) 55° 40.595'N - 011° 05.071'E
Position 3)
Light no. 3376
Position 55° 40,596'N 011° 05,005'E
Name and Location Kalundborg Vesthavn, Styrbord Bølgebryder
Characteristic FI.G.3s
Elevation 3.3m
Range 2 nm
Structure Pole
Light Sectors 180° - 300°
Operating hours All year from sun set to sun rise
Position 4)
Light no. 3373
Position 55° 40,595'N 011° 05,071'E
Name and Location Kalundborg Vesthavn, Bagbord Bølgebryder
Characteristic FI.R.3s
Elevation 3.3m
Range 2 nm
Structure Pole
Light Sectors 360°
Operating hours All year from sun set to sun rise","145 (INT 1371), 141 (INT 1370), 103 (INT 1303), 102 (INT 1302).","['145', '141', '103', '102']",(A1 Consult A/S and DEMA 26 May 2025. Published 28 May 2025),"NM-425-25
Denmark. The Great Belt. Kalundborg Vesthavn. Breakwater established. Lights established and lit.
Details
A breakwater has been established betwenn position 1) and 2).
1) 55° 40.596'N - 011° 05.005'E
2) 55° 40.595'N - 011° 05.071'E
Lights have been established and lit in position 3) and 4) as stated.
3) 55° 40.596'N - 011° 05.005'E
4) 55° 40.595'N - 011° 05.071'E
Position 3)
Light no. 3376
Position 55° 40,596'N 011° 05,005'E
Name and Location Kalundborg Vesthavn, Styrbord Bølgebryder
Characteristic FI.G.3s
Elevation 3.3m
Range 2 nm
Structure Pole
Light Sectors 180° - 300°
Operating hours All year from sun set to sun rise
Position 4)
Light no. 3373
Position 55° 40,595'N 011° 05,071'E
Name and Location Kalundborg Vesthavn, Bagbord Bølgebryder
Characteristic FI.R.3s
Elevation 3.3m
Range 2 nm
Structure Pole
Light Sectors 360°
Operating hours All year from sun set to sun rise

Charts
145 (INT 1371), 141 (INT 1370), 103 (INT 1303), 102 (INT 1302).
Publication
www.danskehavnelods.dk.
(A1 Consult A/S and DEMA 26 May 2025. Published 28 May 2025)",NtM-Week-22-2025.pdf,,1,,www.danskehavnelods.dk.
161,00043-25,61,['61'],Denmark. The North Sea. Horns Rev. Underwater obstructions.,"Insert foul area (INT 1 - K 31.2) between positions 1) - 6).
1) 55° 28.761'N - 007° 52.472'E
2) 55° 28.489'N - 007° 52.350'E
3) 55° 28.421'N - 007° 52.495'E
4) 55° 28.465'N - 007° 52.655'E
5) 55° 28.646'N - 007° 52.918'E
6) 55° 28.761'N - 007° 52.472'E",NM-356-25,NM-356-25,6/12/25,"00043-25
Chart 61 2025-06-12
Denmark. The North Sea. Horns Rev. Underwater obstructions.
Details:
Insert foul area (INT 1 - K 31.2) between positions 1) - 6).
1) 55° 28.761'N - 007° 52.472'E
2) 55° 28.489'N - 007° 52.350'E
3) 55° 28.421'N - 007° 52.495'E
4) 55° 28.465'N - 007° 52.655'E
5) 55° 28.646'N - 007° 52.918'E
6) 55° 28.761'N - 007° 52.472'E
Source: NM-356-25
Published: 2025-06-12",Denmark. The North Sea. Horns Rev. Underwater obstructions. Correction.,NM-313-25.,['NM-313-25'],"Underwater obstructions exist in positions 1) - 9), with depths above the obstructions as mentioned.
1) 55° 28.646'N - 007° 52.892'E 9.01m
2) 55° 28.743'N - 007° 52.480'E 8.88m
3) 55° 28.518'N - 007° 52.570'E 8.97m
4) 55° 28.490'N - 007° 52.378'E 8.58m
5) 55° 28.504'N - 007° 52.567'E 8.98m
6) 55° 28.476'N - 007° 52.509'E 8.96m
7) 55° 28.442'N - 007° 52.498'E 8.77m
8) 55° 28.441'N - 007° 52.501'E 8.73m
9) 55° 28.475'N - 007° 52.634'E 8.90m
The obstructions are not marked.
Mariners are advised to keep well clear.","61, 94 (INT 1411), 93 (INT 1044).","['61', '94', '93']",(BRS 6 May 2025. Published 6 May 2025),"NM-356-25
Denmark. The North Sea. Horns Rev. Underwater obstructions. Correction.
References
NM-313-25.
Details
Underwater obstructions exist in positions 1) - 9), with depths above the obstructions as mentioned.
1) 55° 28.646'N - 007° 52.892'E 9.01m
2) 55° 28.743'N - 007° 52.480'E 8.88m
3) 55° 28.518'N - 007° 52.570'E 8.97m
4) 55° 28.490'N - 007° 52.378'E 8.58m
5) 55° 28.504'N - 007° 52.567'E 8.98m
6) 55° 28.476'N - 007° 52.509'E 8.96m
7) 55° 28.442'N - 007° 52.498'E 8.77m
8) 55° 28.441'N - 007° 52.501'E 8.73m
9) 55° 28.475'N - 007° 52.634'E 8.90m
The obstructions are not marked.
Mariners are advised to keep well clear.
Charts
61, 94 (INT 1411), 93 (INT 1044).
(BRS 6 May 2025. Published 6 May 2025)",NtM-Week-19-2025.pdf,,1,,
162,00040-25,128,['128'],Denmark. Kattegat. Nekselø NE. Marine farm established. Buoyage deployed.,"Insert marine farm (INT 1 - K.48.2) in position 1).
Insert ""Buoyed"" nearby. 
1) 55° 47.67'N - 011° 17.97'E",NM-435-25,NM-435-25,6/12/25,"00040-25
Chart 128 2025-06-12
Denmark. Kattegat. Nekselø NE. Marine farm established. Buoyage deployed.
Details:
Insert marine farm (INT 1 - K.48.2) in position 1).
Insert ""Buoyed"" nearby. 
1) 55° 47.67'N - 011° 17.97'E
Source: NM-435-25
Published: 2025-06-12",Denmark. Kattegat. Nekselø NE. Marine farm established. Buoyage deployed.,,[],"A marine farm has been established in the area bounded by a line through positions 1) - 4). The marine farm is buoyed
as stated.
1) 55° 47.611'N - 011° 17.999'E yellow spar buoy with cross topmark
2) 55° 47.649'N - 011° 18.067'E yellow spar buoy with cross topmark
3) 55° 47.725'N - 011° 17.931'E
4) 55° 47.687'N - 011° 17.863'E",128 (INT 1379).,['128'],(Havhøst 27 May 2025. Published 28 May 2025),"NM-435-25
Denmark. Kattegat. Nekselø NE. Marine farm established. Buoyage deployed.
Details
A marine farm has been established in the area bounded by a line through positions 1) - 4). The marine farm is buoyed
as stated.
1) 55° 47.611'N - 011° 17.999'E yellow spar buoy with cross topmark
2) 55° 47.649'N - 011° 18.067'E yellow spar buoy with cross topmark
3) 55° 47.725'N - 011° 17.931'E
4) 55° 47.687'N - 011° 17.863'E
Charts
128 (INT 1379).
(Havhøst 27 May 2025. Published 28 May 2025)",NtM-Week-22-2025.pdf,,1,,
163,00037-25,128,['128'],Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.,"Insert measuring equipment in position 1). The equipment is buoyed as mentioned.
!) 55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.",NM-437-25,NM-437-25,6/11/25,"00037-25
Chart 128 2025-06-11
Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.
Details:
Insert measuring equipment in position 1). The equipment is buoyed as mentioned.
!) 55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.
Source: NM-437-25
Published: 2025-06-11",Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.,NM-329-25 - (cancelled).,['NM-329-25'],"55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.","128 (INT 1379), 112 (INT 1380), 102 (INT 1302).","['128', '112', '102']",(Luva Consult ApS 30 May 2025. Published 2 June 2025),"NM-437-25
Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.
References
NM-329-25 - (cancelled).
Details
55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.
Charts
128 (INT 1379), 112 (INT 1380), 102 (INT 1302).
(Luva Consult ApS 30 May 2025. Published 2 June 2025)",NtM-Week-23-2025.pdf,,1,,
164,00037-25,112,['112'],Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.,"Insert measuring equipment in position 1). The equipment is buoyed as mentioned.
!) 55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.",NM-437-25,NM-437-25,6/11/25,"00037-25
Chart 112 2025-06-11
Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.
Details:
Insert measuring equipment in position 1). The equipment is buoyed as mentioned.
!) 55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.
Source: NM-437-25
Published: 2025-06-11",Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.,NM-329-25 - (cancelled).,['NM-329-25'],"55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.","128 (INT 1379), 112 (INT 1380), 102 (INT 1302).","['128', '112', '102']",(Luva Consult ApS 30 May 2025. Published 2 June 2025),"NM-437-25
Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.
References
NM-329-25 - (cancelled).
Details
55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.
Charts
128 (INT 1379), 112 (INT 1380), 102 (INT 1302).
(Luva Consult ApS 30 May 2025. Published 2 June 2025)",NtM-Week-23-2025.pdf,,1,,
165,00037-25,102,['102'],Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.,"Insert measuring equipment in position 1). The equipment is buoyed as mentioned.
!) 55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.",NM-437-25,NM-437-25,6/11/25,"00037-25
Chart 102 2025-06-11
Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.
Details:
Insert measuring equipment in position 1). The equipment is buoyed as mentioned.
!) 55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.
Source: NM-437-25
Published: 2025-06-11",Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.,NM-329-25 - (cancelled).,['NM-329-25'],"55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.","128 (INT 1379), 112 (INT 1380), 102 (INT 1302).","['128', '112', '102']",(Luva Consult ApS 30 May 2025. Published 2 June 2025),"NM-437-25
Denmark. Kattegat. Hatter Barn. Buoyed measuring equipment deployed.
References
NM-329-25 - (cancelled).
Details
55° 53.097'N - 010° 49.876'E, yellow spar buoy with cross topmark Fl(5)Y.20s.
Charts
128 (INT 1379), 112 (INT 1380), 102 (INT 1302).
(Luva Consult ApS 30 May 2025. Published 2 June 2025)",NtM-Week-23-2025.pdf,,1,,
166,00035-25,128,['128'],Denmark. Kattegat. Sejerø Bugt S. Nekselø Bugt. Seismic surveys completed. Measuring equipment withdrawn.,"References: NM-347-25
Delete maritime limits (INT 1 - N 1.1) through positions 1) - 2), 3) - 4) and 5) - 7).
1) 55° 45.260'N - 011° 10.680'E
2) 55° 45.289'N - 011° 17.158'E
3) 55° 45.039'N - 011° 17.879'E
4) 55° 45.057'N - 011° 18.374'E
5) 55° 45.242'N - 011° 19.105'E
6) 55° 46.141'N - 011° 21.494'E
7) 55° 45.944'N - 011° 21.783'E
Delete the following note:
SEJERØ BUGT S. NEKSELØ BUGT S – MÅLEUDSTYR UDLAGT
Der udføres seismiske undersøgelser i S-lige del af Sejerø Bugt og S-lige del af 
Nekselø Bugt. I områderne er der udlagt et stort antal måleudstyr afmærket med 
orange blåsere i et netmønster (i en afstand af 160 m x 160 m).
Skibsfarten anmodes om at vise hensyn ved passage.
SEJERØ BUGT S. NEKSELØ BUGT S – MEASURING EQUIPMENT DEPLOYED
Seismic surveys are being carried out in the southern part of Sejerø Bugt and 
southern part of Nekselø Bugt Within the areas a large number of measuring 
equipment marked with orange balloons in a mesh pattern (with a distance of 
160m x 160m), has been deployed.
Mariners are requested to pass with caution.",NM-434-25,NM-434-25,6/4/25,"00035-25
Chart 128 2025-06-04
Denmark. Kattegat. Sejerø Bugt S. Nekselø Bugt. Seismic surveys completed. Measuring equipment withdrawn.
Details:
References: NM-347-25
Delete maritime limits (INT 1 - N 1.1) through positions 1) - 2), 3) - 4) and 5) - 7).
1) 55° 45.260'N - 011° 10.680'E
2) 55° 45.289'N - 011° 17.158'E
3) 55° 45.039'N - 011° 17.879'E
4) 55° 45.057'N - 011° 18.374'E
5) 55° 45.242'N - 011° 19.105'E
6) 55° 46.141'N - 011° 21.494'E
7) 55° 45.944'N - 011° 21.783'E
Delete the following note:
SEJERØ BUGT S. NEKSELØ BUGT S – MÅLEUDSTYR UDLAGT
Der udføres seismiske undersøgelser i S-lige del af Sejerø Bugt og S-lige del af 
Nekselø Bugt. I områderne er der udlagt et stort antal måleudstyr afmærket med 
orange blåsere i et netmønster (i en afstand af 160 m x 160 m).
Skibsfarten anmodes om at vise hensyn ved passage.
SEJERØ BUGT S. NEKSELØ BUGT S – MEASURING EQUIPMENT DEPLOYED
Seismic surveys are being carried out in the southern part of Sejerø Bugt and 
southern part of Nekselø Bugt Within the areas a large number of measuring 
equipment marked with orange balloons in a mesh pattern (with a distance of 
160m x 160m), has been deployed.
Mariners are requested to pass with caution.
Source: NM-434-25
Published: 2025-06-04

88
Søkortrettelser / Chart Corrections",Denmark. Kattegat. Sejerøbugt. Tranevejle. Nekselø Bugt. Seismic surveys completed. Measuring equipment withdrawn.,NM-347-25 - (cancelled).,['NM-347-25'],"1) 55° 45.260'N - 011° 10.680'E
2) 55° 45.289'N - 011° 17.158'E
3) 55° 45.039'N - 011° 17.879'E
4) 55° 45.057'N - 011° 18.374'E
5) 55° 45.242'N - 011° 19.105'E
6) 55° 46.141'N - 011° 21.494'E
7) 55° 45.944'N - 011° 21.783'E","141 (INT 1370), 128 (INT 1379), 102 (INT 1302).","['141', '128', '102']",(COWI A/S 27 May 2025. Published 28 May 2025),"NM-434-25
Denmark. Kattegat. Sejerøbugt. Tranevejle. Nekselø Bugt. Seismic surveys completed. Measuring equipment withdrawn.
References
NM-347-25 - (cancelled).
Details
1) 55° 45.260'N - 011° 10.680'E
2) 55° 45.289'N - 011° 17.158'E
3) 55° 45.039'N - 011° 17.879'E
4) 55° 45.057'N - 011° 18.374'E
5) 55° 45.242'N - 011° 19.105'E
6) 55° 46.141'N - 011° 21.494'E
7) 55° 45.944'N - 011° 21.783'E
Charts
141 (INT 1370), 128 (INT 1379), 102 (INT 1302).
(COWI A/S 27 May 2025. Published 28 May 2025)",NtM-Week-22-2025.pdf,,0,,
